car_id,worker_id,fix_date,work_type,destroy_degree,work_duration
N-3542587r,MP,2020-1-7 12:55,reparking,1.0,31
q-1127410X,GL,2020-3-16 8:12,repair,4.9,10
u-2290162o,YL,2020-2-4 3:27,refuel_check,1.0,21
R50675613t,SC,2020-1-15 14:8,repair,8.6,42
l36861534V,QY,2020-2-22 11:1,repair,5.0,16
A-8582359Y,BG,2020-2-7 2:35,repair,5.0,29
l-2073691v,HB,2020-1-14 1:30,reparking,1.0,23
o18752959g,QB,2020-3-29 10:43,repair,5.0,10
T22451402g,HO,2020-2-9 8:54,repair,5.1,16
R15749283D,QP,2020-3-4 22:21,repair,5.7,21
p-1026598C,VY,2020-1-16 0:9,reparking,1.0,22
O-9487423J,YV,2020-3-3 19:40,repair,5.9,21
X10754765V,RW,2020-2-6 22:10,reparking,1.0,23
d-6273123g,OF,2020-1-29 8:14,refuel_check,1.0,28
D-1246382Y,RO,2020-3-12 18:43,repair,10.0,60
v44596260Q,JM,2020-3-5 22:34,repair,10.0,63
G-1183057B,NN,2020-2-28 7:21,reparking,1.0,24
E-7802767l,OS,2020-1-27 7:30,refuel,1.0,25
m22143297y,KV,2020-1-14 1:12,repair,5.0,29
j18433975f,HT,2020-3-14 21:58,repair,7.4,39
i-1260000J,MM,2020-1-6 11:49,repair,5.7,17
U-1440005A,RG,2020-3-19 7:23,repair,6.0,22
l-1737033R,GJ,2020-1-17 13:32,repair,5.0,14
W10552458N,VS,2020-3-9 20:52,reparking,1.0,27
K17948343e,ES,2020-2-30 8:17,repair,5.4,15
B-6025126p,AN,2020-3-20 20:31,reparking,1.0,27
A18722372t,MZ,2020-2-15 20:9,repair,4.7,11
B22876755u,VG,2020-1-3 7:30,repair,6.0,22
O19079001s,DV,2020-2-11 21:10,repair,5.3,14
R-7985955b,GG,2020-3-3 20:45,repair,5.7,20
H10144433Z,SP,2020-2-22 15:6,reparking,1.0,31
h-4056890V,HZ,2020-1-17 16:12,reparking,1.0,31
q19295660b,BY,2020-2-29 0:7,refuel_check,1.0,19
e10695158w,UT,2020-2-9 18:33,reparking,5.0,61
K65157128T,CS,2020-1-20 14:18,reparking,1.0,33
e58896117T,GX,2020-2-24 5:4,reparking,1.0,23
T12624719o,JV,2020-1-21 18:9,repair,4.1,1
B11921379d,OT,2020-2-16 21:39,reparking,1.0,25
u14638117A,MJ,2020-1-1 2:29,repair,5.1,19
C-1335407d,DL,2020-3-26 11:23,reparking,1.0,30
A18622071d,DX,2020-1-22 9:45,repair,5.2,13
W-2145474K,LD,2020-2-15 0:41,repair,7.3,43
s13306845G,GD,2020-1-4 19:3,reparking,1.0,30
l-1141377S,ZH,2020-2-24 8:19,refuel_check,1.0,29
R-2596313V,KF,2020-2-19 10:32,repair,4.8,8
Q-7165920T,DB,2020-2-6 11:20,reparking,1.0,31
s13606781f,EC,2020-3-11 3:2,reparking,1.0,20
h-1488746F,KD,2020-2-4 12:9,repair,5.5,14
m14751349G,HH,2020-3-7 11:43,repair,5.1,14
s18773736B,TK,2020-2-18 10:27,repair,5.2,12
w-2107765l,MB,2020-2-21 14:50,reparking,1.0,29
M-4256527V,GH,2020-1-16 1:19,reparking,1.0,20
P74322315x,QY,2020-1-27 3:1,reparking,1.0,21
f21015538f,NV,2020-3-17 5:10,repair,6.4,29
E16848552h,DM,2020-1-8 6:45,refuel,1.0,21
T-1017836m,NN,2020-3-21 21:25,reparking,1.0,26
g-2265044F,YO,2020-1-30 0:5,reparking,1.0,20
j18260546M,CL,2020-3-28 11:17,repair,5.1,10
Z-4995244V,AW,2020-1-22 19:37,refuel_check,1.0,28
Q28342682U,HR,2020-3-7 12:18,repair,3.7,6
i20932780E,LT,2020-2-11 3:24,repair,5.0,18
i-1870741R,CH,2020-1-11 1:57,reparking,1.0,21
C10051284I,SZ,2020-3-7 0:29,repair,5.5,27
x-2038594x,CZ,2020-1-10 12:7,repair,6.1,19
E11344405c,CO,2020-1-30 9:0,reparking,1.0,29
E41968356d,LP,2020-2-9 6:35,repair,5.0,15
Z21101596H,LL,2020-3-28 16:3,reparking,1.0,32
Y19585916c,LX,2020-3-8 5:3,repair,8.5,49
L-1236498L,EV,2020-1-20 17:29,reparking,9.0,50
M20797256F,CG,2020-3-10 18:24,refuel_check,1.0,30
d-1069476v,JG,2020-1-21 11:25,refuel_check,5.0,50
g31689700a,MS,2020-1-3 3:48,reparking,1.0,22
L-3828198a,ZG,2020-2-30 4:45,repair,3.0,4
k-1148512o,LX,2020-3-11 0:4,repair,5.0,25
y-1741356P,MC,2020-1-29 14:6,reparking,1.0,32
F37580132V,OD,2020-2-9 5:18,refuel,1.0,25
G-1501141U,RL,2020-3-9 2:3,repair,4.1,11
w14433777p,LZ,2020-1-5 1:3,repair,6.0,30
H11593230U,PW,2020-2-23 7:27,repair,5.2,16
Z-8446585u,CT,2020-2-9 16:55,repair,5.0,20
I-2947258i,JB,2020-2-25 4:19,reparking,1.0,22
L12738838U,GS,2020-1-5 5:32,reparking,1.0,25
V-6734711I,UJ,2020-1-6 14:19,repair,5.7,13
F-1311521c,BP,2020-2-20 5:39,repair,5.7,25
w-3920980N,PL,2020-1-28 9:15,refuel,1.0,25
U61603538T,XV,2020-3-12 10:32,reparking,1.0,30
S-1872523D,LV,2020-2-5 23:40,repair,7.1,36
v83124010d,BW,2020-1-15 11:41,reparking,1.0,31
Z-1507790Z,OG,2020-1-1 14:34,repair,4.1,1
P-5877829p,VF,2020-3-8 15:53,repair,3.1,10
D-2197400i,UR,2020-2-8 6:50,reparking,1.0,27
M-1949772G,OY,2020-1-23 19:8,repair,5.0,34
n72821280e,YZ,2020-2-5 0:14,reparking,1.0,20
G-1685085q,WT,2020-1-25 8:15,repair,7.0,34
L-1156474z,GO,2020-1-13 14:7,reparking,1.0,33
C-1615695X,OD,2020-2-20 23:28,reparking,1.0,25
M-4377864u,PY,2020-3-6 0:12,repair,6.5,36
I50788104J,FM,2020-3-10 21:17,repair,6.7,31
n19528133d,WC,2020-3-11 15:19,reparking,8.0,34
P19518709T,LK,2020-1-23 18:11,repair,5.4,16
R53321573r,VN,2020-1-14 13:20,repair,5.4,9
n-6003131B,JN,2020-2-13 13:5,reparking,1.0,30
R63811585p,NH,2020-1-19 4:10,reparking,1.0,24
m-1316228Q,KP,2020-2-26 19:33,repair,4.6,6
P20515953Y,GM,2020-1-13 8:9,repair,5.3,13
h15726678G,KW,2020-1-30 23:55,reparking,1.0,24
u12997600r,AL,2020-3-10 17:0,repair,5.9,16
Z69629123S,QM,2020-2-12 2:12,repair,5.0,27
v-1334609Q,DP,2020-2-14 23:48,reparking,1.0,22
U-1810601i,OB,2020-3-19 7:45,repair,4.9,12
f-1733732O,QO,2020-1-3 2:8,repair,6.2,28
v-9816729Z,XY,2020-2-15 9:15,refuel_check,1.0,27
H22956801B,OY,2020-2-21 10:20,repair,5.3,12
M65548078V,RB,2020-1-20 23:25,reparking,1.0,25
w-1247066y,KT,2020-2-8 23:56,reparking,1.0,24
a20879753i,BH,2020-1-12 1:22,repair,7.8,46
Q-9015964Z,RR,2020-3-14 11:46,reparking,1.0,30
L-1816115Y,FY,2020-2-17 18:12,repair,7.3,33
q-1248463u,DV,2020-2-14 22:4,repair,7.5,39
L-6228218t,VP,2020-2-12 12:15,reparking,1.0,31
P-1313124Y,DZ,2020-3-19 13:13,repair,5.9,16
j-8044553g,ED,2020-3-20 12:31,repair,5.1,8
s-2202835E,MX,2020-3-24 23:25,repair,5.0,16
O-2222377Z,RM,2020-1-10 1:14,reparking,1.0,17
i97387429H,ZP,2020-1-16 6:6,reparking,1.0,27
a-1279143n,DC,2020-3-12 20:6,reparking,1.0,27
d88026009F,LX,2020-2-3 7:41,repair,5.0,13
x-1331259n,RT,2020-3-5 21:0,reparking,1.0,27
V-9605877z,LO,2020-1-24 14:29,repair,3.9,2
h16480906Q,NP,2020-2-17 6:17,repair,5.8,22
g57509660G,TB,2020-1-14 14:9,repair,5.0,14
i10233407e,ZY,2020-3-14 22:14,repair,10.0,65
s11758995J,YO,2020-2-5 14:51,reparking,1.0,31
I22962781q,VS,2020-1-3 20:29,repair,5.9,19
M-1332669r,RW,2020-2-3 11:42,reparking,1.0,30
i-2002618e,EM,2020-1-7 6:40,reparking,9.0,53
w15256527O,EN,2020-3-15 2:57,repair,6.4,36
c-6308705d,HT,2020-2-16 1:0,repair,6.8,35
X-2155322c,XB,2020-3-30 19:23,refuel_check,1.0,28
r-1093205B,ZR,2020-1-8 11:49,repair,5.0,9
p60146435a,HF,2020-1-11 8:25,repair,5.0,28
U15424894F,DG,2020-3-4 5:24,repair,4.1,7
y21647488o,UB,2020-3-6 19:50,reparking,1.0,28
S24142286K,GB,2020-1-26 3:14,repair,6.0,27
k11852509F,WG,2020-2-8 7:10,reparking,1.0,26
t-1305628R,VL,2020-1-22 17:20,reparking,1.0,31
K-2477266U,UC,2020-2-4 22:23,repair,6.7,29
V-2127600s,YD,2020-1-18 7:40,reparking,1.0,25
v-4415133s,JB,2020-2-9 8:2,repair,6.1,22
H-1361541T,LG,2020-1-7 19:47,reparking,8.0,41
c13849387F,NK,2020-2-7 10:12,repair,6.3,22
Q-7081222u,QV,2020-3-11 20:15,repair,10.0,61
U-1153003l,TD,2020-2-20 11:44,repair,5.0,11
y40076926G,WL,2020-3-29 20:21,repair,10.0,61
u-1663903c,QP,2020-1-30 22:39,repair,5.0,16
Z-1646206B,NJ,2020-1-22 17:3,reparking,1.0,31
N-1449511Y,WK,2020-3-13 22:12,repair,5.0,20
y15810685M,TF,2020-3-20 16:53,repair,4.5,2
W75044414r,ML,2020-2-12 23:26,reparking,1.0,21
Z12150281q,XH,2020-1-29 12:10,repair,5.7,16
D-1643531L,JY,2020-3-20 0:9,repair,5.0,32
y-3708778R,BR,2020-2-27 5:27,repair,5.0,17
n15134422D,WR,2020-2-29 19:36,repair,6.4,26
n-4305943r,WY,2020-2-29 9:17,repair,6.3,25
s-2215336y,YJ,2020-2-27 16:23,repair,5.6,13
n22697202D,YN,2020-2-4 8:53,reparking,9.0,53
S-2198765D,ZW,2020-3-14 5:19,reparking,1.0,23
X13552128w,XR,2020-3-13 5:2,repair,5.0,14
r-1157052Q,YH,2020-3-28 16:6,reparking,1.0,31
E-2442116D,KL,2020-2-12 21:31,reparking,1.0,27
q67265035S,HP,2020-3-14 9:16,reparking,1.0,31
e16211606h,DG,2020-3-12 8:1,refuel_check,1.0,28
u18980487U,RS,2020-2-28 11:2,repair,8.2,43
G-1056464Y,BS,2020-1-4 5:2,repair,5.3,18
r-5783636b,OL,2020-2-4 3:6,repair,6.2,29
p16672632d,JJ,2020-3-13 4:31,repair,5.6,22
b28091206k,SP,2020-1-29 3:18,reparking,1.0,21
j-1671899T,UW,2020-3-10 5:40,repair,6.7,34
A28143979P,YH,2020-1-7 17:14,reparking,9.0,51
W38697890A,OC,2020-3-26 23:0,reparking,1.0,26
q15127304Z,IS,2020-2-1 1:19,repair,5.0,41
T42238184L,GK,2020-2-26 1:33,repair,10.0,68
x-1078063X,UN,2020-3-11 13:2,repair,4.1,1
H-2355000g,LL,2020-2-18 2:17,repair,4.6,12
s-5301854b,DN,2020-2-14 8:39,repair,4.7,8
t-6922750L,LJ,2020-2-2 1:53,reparking,1.0,20
Q21391218q,ZW,2020-3-10 11:11,refuel_check,1.0,33
J22037391Y,DT,2020-2-28 0:31,refuel_check,1.0,19
c20402175f,BP,2020-3-15 10:31,reparking,1.0,28
U-1131662Q,WK,2020-1-1 14:23,reparking,1.0,35
q-1219686k,BZ,2020-2-17 16:9,reparking,1.0,33
B-1572757V,RK,2020-3-10 23:23,repair,5.2,18
c-1411220k,VX,2020-3-22 5:17,reparking,8.0,46
m22088268l,EW,2020-2-27 7:8,refuel,1.0,25
O22101080f,LB,2020-2-30 14:31,reparking,1.0,35
g16521808T,VF,2020-2-12 11:38,refuel_check,1.0,33
y15813898N,RW,2020-2-30 20:17,repair,5.0,44
E42133174Y,QZ,2020-2-24 5:0,repair,3.9,5
Y11513708Q,AN,2020-1-13 2:32,reparking,1.0,22
I14426935X,AN,2020-1-16 7:17,repair,7.8,43
L-1576450f,EX,2020-3-5 16:1,reparking,1.0,33
Z12981419x,MB,2020-2-10 6:33,repair,6.3,28
p-2177230P,HR,2020-2-27 23:22,refuel_check,1.0,25
Y18898842Z,JW,2020-3-17 8:37,reparking,1.0,29
a-1327017v,NK,2020-1-10 13:10,repair,4.4,1
d-1056916g,NG,2020-2-1 3:46,repair,6.1,27
w-8386823A,VN,2020-3-11 4:42,repair,4.8,15
M17131119X,TC,2020-3-7 16:43,repair,5.8,19
Q-2863519f,DP,2020-3-19 16:26,repair,4.4,2
R-4412745F,CM,2020-3-15 2:19,refuel,1.0,21
N17651234L,LG,2020-2-16 9:14,reparking,10.0,60
t-1660621F,NL,2020-2-21 18:16,reparking,1.0,28
n21219044S,NS,2020-2-24 13:2,reparking,1.0,33
q-8983496T,QM,2020-1-22 11:12,repair,5.3,11
u22537189s,QS,2020-3-20 14:30,refuel,1.0,30
R-2948274o,DP,2020-2-27 9:37,repair,7.1,31
w-8712305w,SM,2020-2-30 2:58,refuel,1.0,21
d-4591998F,WR,2020-1-18 8:58,reparking,1.0,23
A80378730d,GG,2020-3-7 16:43,reparking,1.0,28
a33313854t,KF,2020-3-5 9:2,reparking,1.0,31
y-7520188c,IP,2020-1-26 7:54,reparking,1.0,29
Z-2472770a,ED,2020-2-24 17:19,repair,4.6,4
a-2277951A,KL,2020-3-27 23:57,reparking,1.0,24
P-2028474q,DY,2020-1-12 7:24,repair,5.3,16
r-1140095D,JH,2020-2-18 3:9,reparking,1.0,21
u-2542978x,ZD,2020-1-22 1:1,repair,6.2,28
J20066002Q,LM,2020-3-1 14:18,reparking,1.0,33
m41690051B,MD,2020-3-18 23:31,repair,5.1,15
t-4403975D,MR,2020-3-21 16:11,repair,3.6,7
B-1345652W,ZB,2020-2-6 0:19,reparking,1.0,18
q96758261e,GT,2020-3-20 22:0,reparking,1.0,25
g21697086z,JL,2020-1-1 4:15,repair,5.3,18
B51449710T,PM,2020-1-17 3:13,refuel_check,8.0,47
A10851146v,GY,2020-3-12 14:1,repair,6.8,24
C-6633868m,YR,2020-2-16 7:7,reparking,9.0,54
N-2189109n,OC,2020-2-18 15:29,repair,6.7,25
S41123157J,YN,2020-3-6 11:45,repair,5.1,11
I-1847374X,CP,2020-1-2 19:19,refuel_check,1.0,28
Z-2128377r,TV,2020-3-30 14:54,reparking,1.0,31
Q-6145494U,DW,2020-1-2 12:35,repair,10.0,48
R16902447f,HP,2020-1-12 17:42,repair,3.9,2
f21340662W,CF,2020-2-20 14:12,reparking,1.0,30
g-1168593W,BB,2020-1-3 19:57,repair,4.6,8
F-3351081U,CO,2020-3-15 20:8,repair,4.8,13
q20118649S,UP,2020-1-6 16:22,reparking,1.0,31
x-1749702B,EG,2020-3-10 1:24,repair,6.9,38
x13220328w,UK,2020-3-24 4:24,reparking,1.0,22
b-7040874b,DT,2020-1-18 17:30,repair,5.0,11
z30508487R,ST,2020-1-29 14:12,reparking,10.0,57
r16294059S,KP,2020-2-9 14:29,refuel_check,1.0,33
Y-2287594M,AG,2020-1-5 8:4,refuel_check,1.0,26
x17396712H,TN,2020-1-3 23:3,reparking,1.0,21
i-6289789v,NF,2020-1-6 18:27,repair,6.0,19
u13437959M,MD,2020-3-19 16:0,repair,5.0,17
c-1794298L,GP,2020-2-9 21:9,repair,4.4,5
l20269048F,GH,2020-3-9 17:27,reparking,1.0,31
s-6339166E,VX,2020-2-13 12:1,reparking,1.0,32
d87894116z,ZR,2020-1-10 20:19,reparking,1.0,28
T20409757P,CT,2020-3-29 13:16,repair,5.0,15
k-1717815X,BF,2020-1-9 22:25,reparking,1.0,27
Y-1242554C,YK,2020-3-26 2:38,reparking,1.0,22
w-1026142O,UC,2020-2-10 23:49,repair,4.3,11
R-1401948E,YF,2020-2-25 17:57,repair,6.4,24
j22108372p,KT,2020-3-26 1:5,reparking,10.0,71
V-2454314m,OP,2020-3-12 6:26,reparking,1.0,26
d-2149365f,FV,2020-2-11 15:4,reparking,1.0,32
w-3453520x,PZ,2020-3-23 21:20,reparking,1.0,28
P75675086P,QN,2020-1-30 18:25,reparking,1.0,31
O-1977280N,JM,2020-3-18 17:52,reparking,1.0,32
H-2882173Z,ZW,2020-1-1 23:36,repair,5.0,40
q-1872858i,IP,2020-3-21 9:53,repair,3.6,1
N-9452332x,EG,2020-3-20 5:33,repair,10.0,48
d10736354y,WX,2020-2-25 4:25,repair,5.0,17
I13894787U,HR,2020-1-4 21:15,repair,4.8,10
x20603919o,YV,2020-2-22 18:54,reparking,1.0,25
M-1712519K,DC,2020-1-1 0:36,repair,7.3,44
S11426971O,FK,2020-1-15 19:41,refuel,1.0,26
f13646346O,LX,2020-3-5 6:13,reparking,1.0,24
k12390619M,PR,2020-3-4 10:45,reparking,8.0,39
G-1577332Q,FB,2020-1-25 2:1,reparking,1.0,19
A-5101478b,BF,2020-2-26 15:12,repair,4.1,3
H-1836769I,MN,2020-2-30 1:4,repair,10.0,68
n47427969O,GP,2020-2-24 10:19,repair,5.0,60
F14857178F,OH,2020-1-14 9:2,reparking,1.0,28
n21726530a,MC,2020-2-6 18:19,reparking,1.0,29
b-1553102t,CW,2020-3-25 6:0,repair,5.0,22
W19937723D,UK,2020-3-29 13:26,reparking,1.0,31
D11741561w,XJ,2020-3-14 14:18,reparking,1.0,30
J19069143E,WL,2020-2-8 21:13,repair,4.9,11
t82296586k,DS,2020-3-14 4:7,reparking,1.0,25
e-1764646J,WT,2020-2-15 5:0,reparking,1.0,23
n-2242535p,HS,2020-2-5 22:2,repair,5.6,18
h-1554287F,YY,2020-3-14 6:57,reparking,1.0,24
x-1331529J,XF,2020-1-30 19:9,reparking,1.0,26
B-1154399t,AL,2020-3-17 8:52,refuel,1.0,25
u29695600e,VB,2020-2-7 14:8,repair,7.0,26
b12101843B,LK,2020-2-28 6:14,repair,5.0,32
I20727212Q,YW,2020-2-5 22:55,repair,5.3,19
I49569137x,DX,2020-3-8 11:49,refuel,1.0,26
f20619972B,GP,2020-1-12 5:36,refuel_check,1.0,20
B11433908y,VK,2020-2-20 14:13,repair,6.7,20
K20059604P,DX,2020-3-16 19:18,reparking,1.0,28
T-2633971l,WG,2020-2-2 23:1,repair,5.0,17
s-2136281x,JR,2020-1-25 18:35,reparking,1.0,26
Z-1155909A,KV,2020-2-14 8:7,reparking,1.0,26
Z-1196295K,FZ,2020-3-1 10:29,refuel,1.0,29
c-1874297z,IP,2020-2-22 6:57,repair,3.3,1
E16971328N,YS,2020-1-26 0:11,reparking,1.0,19
H21489304G,AW,2020-3-4 10:47,reparking,1.0,27
q11941907L,YB,2020-1-1 18:47,repair,5.0,30
b17225071g,RK,2020-3-8 4:26,refuel_check,1.0,21
s-2080909j,PK,2020-3-24 9:44,repair,5.0,21
N18448941g,BG,2020-2-4 23:5,repair,5.2,19
z-1220018d,BL,2020-3-27 23:11,repair,6.1,24
b-8415196u,MB,2020-1-8 6:18,repair,6.5,28
C38293729H,FV,2020-3-17 11:50,repair,5.1,11
i22101695X,WP,2020-1-29 14:59,repair,5.0,17
S61532080S,EM,2020-3-24 7:4,reparking,1.0,27
W-3482364r,SM,2020-3-13 16:13,repair,8.2,38
C-1846243L,YL,2020-2-21 11:20,repair,4.9,6
y11348057n,US,2020-3-6 16:13,repair,5.0,13
H-9271579x,BL,2020-1-3 12:2,refuel_check,1.0,29
o-8858693p,TL,2020-2-21 11:7,refuel_check,1.0,33
F84870593a,JK,2020-1-4 17:24,repair,5.4,12
C-8860661H,BM,2020-1-5 13:17,reparking,1.0,28
Y-1681893d,GB,2020-2-14 18:25,reparking,1.0,30
s12797973g,HO,2020-2-2 16:1,reparking,8.0,39
l41267361i,JJ,2020-1-8 6:38,repair,6.2,24
i-1101173g,PB,2020-3-20 2:58,repair,6.1,27
r-1475357U,IR,2020-1-12 0:15,reparking,1.0,19
X61893871I,DS,2020-1-25 16:24,repair,7.5,35
p15777006h,YX,2020-2-19 8:58,refuel,1.0,28
x-2141235A,NT,2020-3-25 1:47,reparking,1.0,19
I-1075712g,QD,2020-2-27 12:23,reparking,1.0,30
c95874857y,FJ,2020-2-21 14:15,reparking,1.0,31
n-1751164y,XO,2020-3-3 18:2,repair,10.0,60
E-2364794p,UX,2020-1-1 22:13,repair,5.0,24
i21617445N,WX,2020-2-17 2:37,reparking,1.0,22
w-1247054B,CT,2020-2-25 0:16,repair,5.1,19
x11964154C,KP,2020-1-4 22:0,repair,4.7,10
z13283849d,CG,2020-2-8 2:12,reparking,1.0,23
T17230987N,FD,2020-1-9 21:7,refuel_check,1.0,28
w-1757702F,SB,2020-1-11 1:12,repair,4.7,17
y-9963220p,YK,2020-2-18 11:12,reparking,1.0,31
K-1675111t,LC,2020-2-30 5:26,reparking,1.0,22
e-9386234g,WW,2020-3-21 20:39,reparking,1.0,27
F-4400642b,KM,2020-3-10 22:39,reparking,1.0,23
s-1143093p,LC,2020-2-7 8:22,repair,6.1,25
j39765515y,OT,2020-3-21 23:34,refuel_check,1.0,23
q14945093N,XT,2020-1-1 18:47,reparking,1.0,29
s16958043k,VM,2020-3-7 20:13,repair,4.7,8
z21607339H,CW,2020-3-4 3:46,reparking,1.0,21
M-1009693J,AD,2020-1-4 23:28,repair,5.5,21
r-4630038Z,JG,2020-3-24 5:37,repair,5.0,23
d13287541C,HW,2020-1-12 1:1,reparking,1.0,21
L-5185142t,ES,2020-1-29 0:10,reparking,1.0,19
E22476230A,XB,2020-3-20 16:15,repair,4.6,2
f25057132A,MH,2020-3-22 8:2,repair,8.7,49
d-1638909M,TP,2020-2-14 8:9,reparking,1.0,25
I-2609382N,RM,2020-3-19 3:33,reparking,1.0,24
V81901707h,FK,2020-1-29 20:57,reparking,1.0,26
m17609944Y,WS,2020-1-17 16:6,repair,5.2,9
C14874883N,PC,2020-1-11 3:13,repair,5.0,22
I-6505525c,LO,2020-2-23 17:22,refuel_check,1.0,31
S17802902i,LS,2020-2-14 21:28,reparking,1.0,26
y11935658q,SB,2020-1-10 18:21,repair,4.7,5
Q20350184W,IZ,2020-3-19 17:20,repair,5.5,13
P-8697515N,JC,2020-1-23 21:9,repair,6.8,29
A-1737634s,OC,2020-2-23 20:35,reparking,1.0,30
s-1070927u,XK,2020-3-23 19:36,reparking,1.0,25
k93390324e,QX,2020-2-8 3:9,reparking,1.0,22
I-2258340t,QD,2020-3-19 8:13,reparking,1.0,26
r-1281369M,JO,2020-3-8 12:12,reparking,1.0,32
l65240349Z,HM,2020-2-24 7:50,reparking,10.0,65
o-9448236d,MO,2020-1-18 22:9,repair,6.6,28
L-2169697n,TL,2020-1-19 16:20,refuel_check,1.0,32
H29930196K,UX,2020-3-14 2:31,repair,4.7,17
I97024995K,WH,2020-2-19 11:21,reparking,1.0,29
Y21723655j,JZ,2020-1-3 10:34,repair,5.0,19
X-1729593v,RB,2020-3-10 13:1,repair,5.8,15
W18935144W,QK,2020-2-6 20:37,repair,5.4,17
c-5615180M,AB,2020-1-11 5:51,reparking,1.0,24
a-1993580l,ES,2020-1-26 15:12,reparking,1.0,32
Z-1691162B,AF,2020-2-5 13:12,reparking,1.0,34
D-1193769d,LD,2020-1-20 17:14,refuel_check,8.0,38
A-6746020J,YW,2020-2-29 14:8,reparking,1.0,34
V81342356X,MM,2020-1-30 0:1,refuel_check,1.0,20
O21645254m,MW,2020-1-26 2:35,refuel_check,1.0,20
v10745703c,KT,2020-2-21 8:38,reparking,1.0,32
l57128172Q,OX,2020-2-22 15:12,repair,4.9,9
O-2198733k,TW,2020-3-26 18:19,repair,5.0,14
S17718285e,WH,2020-2-20 18:13,reparking,1.0,28
G-1153171e,KX,2020-3-25 4:29,reparking,1.0,22
X-1621523j,ID,2020-2-28 17:10,reparking,1.0,29
i11542071C,RF,2020-1-14 14:40,reparking,1.0,33
z-1503313M,OW,2020-1-7 4:10,reparking,1.0,22
m13083528W,EY,2020-1-29 1:2,repair,5.5,24
c18052201Q,LN,2020-2-26 7:0,reparking,1.0,27
A-1784046i,DJ,2020-2-29 7:49,repair,4.9,12
i93529341g,YY,2020-3-21 11:28,reparking,1.0,27
h13431746I,RL,2020-3-15 14:38,refuel_check,1.0,30
m-4969495i,EL,2020-1-14 15:57,refuel_check,1.0,32
o-1663812b,KK,2020-1-29 18:8,repair,6.6,25
q23501901h,WP,2020-2-5 0:7,reparking,5.0,53
g10084745U,SP,2020-1-1 17:31,reparking,1.0,30
k-1284276t,XK,2020-2-10 2:17,reparking,1.0,23
R-6055154h,IM,2020-3-18 18:42,reparking,1.0,28
f11975477T,BZ,2020-3-30 19:51,reparking,1.0,27
G13349292r,BM,2020-3-16 11:30,reparking,1.0,33
c-4737890p,JD,2020-2-27 18:20,refuel_check,1.0,30
W-1949796N,ZY,2020-1-25 13:11,repair,6.3,18
h61870657i,VZ,2020-1-23 15:40,repair,5.0,45
n28625799A,GO,2020-3-23 2:27,reparking,1.0,19
Z17995139Z,WW,2020-1-5 4:4,reparking,1.0,23
L16050992t,DB,2020-3-11 7:46,repair,5.0,28
Y-4198316J,AF,2020-2-25 17:3,repair,5.0,26
z-8891400p,AT,2020-3-20 16:29,reparking,1.0,31
M49274481G,QY,2020-3-23 14:54,refuel_check,1.0,34
b15256546L,AJ,2020-2-14 17:30,reparking,1.0,30
e-8788520s,PS,2020-1-29 8:12,repair,10.0,60
y10948537e,AY,2020-3-15 1:26,repair,4.3,9
f18945419X,JY,2020-2-7 9:13,reparking,5.0,57
B-6461335O,GM,2020-3-11 0:23,reparking,1.0,18
S-7961176I,MW,2020-3-13 15:5,repair,6.4,20
i-7530121C,ML,2020-1-22 3:33,repair,6.2,28
P12661886a,MJ,2020-2-18 0:50,repair,5.7,28
e24148786o,ET,2020-2-17 13:3,repair,4.9,7
n-2248103n,NC,2020-3-5 16:40,reparking,1.0,31
R-2027359R,GH,2020-2-7 18:7,reparking,1.0,29
a61936474Y,PO,2020-1-20 19:26,reparking,1.0,29
y10620904U,AG,2020-2-1 21:11,reparking,1.0,28
L94218328d,FC,2020-1-9 2:13,refuel_check,1.0,22
R10923215L,AS,2020-1-11 13:15,repair,7.7,34
M-1351643L,KN,2020-3-23 23:26,reparking,1.0,24
C-5040526N,FF,2020-2-25 3:22,reparking,1.0,20
Y-2235574M,KJ,2020-1-24 0:8,repair,5.0,41
g-1247997Z,MS,2020-2-17 13:8,repair,4.8,6
I21674635Q,HL,2020-3-1 2:17,reparking,1.0,24
v-1935966T,VF,2020-3-23 3:29,repair,5.3,22
x94067365b,BY,2020-1-14 23:9,repair,7.4,39
o16230080f,ZH,2020-1-13 20:31,reparking,8.0,43
Y22302267X,RJ,2020-2-2 19:7,repair,5.8,22
Q-6918324o,LR,2020-1-29 15:21,reparking,1.0,31
f10226409O,DR,2020-3-8 17:38,reparking,1.0,29
P-1715787u,KK,2020-2-21 11:24,repair,5.4,13
o49311084b,JW,2020-3-3 6:21,reparking,1.0,25
x99598782E,NG,2020-3-5 3:26,repair,6.3,29
Q-8465743r,MY,2020-2-13 5:28,reparking,1.0,22
n-4605215n,BB,2020-1-10 3:32,reparking,1.0,21
n-2162898E,HK,2020-2-20 18:41,repair,6.3,24
s-7266626x,PB,2020-2-3 15:11,repair,10.0,59
F18164143O,KS,2020-1-4 4:32,reparking,1.0,24
d-1979148g,RD,2020-3-28 17:43,reparking,1.0,33
c-7401486X,XY,2020-3-22 22:1,repair,6.8,31
O23192334Z,PT,2020-2-5 14:13,reparking,1.0,33
p10765484c,EB,2020-1-23 17:23,repair,6.1,20
w-2228220D,PJ,2020-2-14 4:7,repair,3.9,4
k-2273981K,IG,2020-1-8 8:11,reparking,1.0,27
u-2290162o,MY,2020-1-21 14:4,repair,6.3,17
